"Ranking","Team","Rating"
1,"Coastal Car",0.8
2,"Alabama",0.6
3,"Abilene Chr",0.5
4,"Air Force",0.5
5,"Akron",0.5
6,"Alabama A&M",0.5
7,"Alabama St",0.5
8,"Albany NY",0.5
9,"Alcorn St",0.5
10,"Alliant Intl",0.5
11,"American Univ",0.5
12,"Appalachian St",0.5
13,"Arizona",0.5
14,"Arizona St",0.5
15,"Ark Little Rock",0.5
16,"Ark Pine Bluff",0.5
17,"Arkansas",0.5
18,"Arkansas St",0.5
19,"Armstrong St",0.5
20,"Army",0.5
21,"Auburn",0.5
22,"Augusta",0.5
23,"Austin Peay",0.5
24,"Ball St",0.5
25,"Baylor",0.5
26,"Belmont",0.5
27,"Bethune-Cookman",0.5
28,"Binghamton",0.5
29,"Birmingham So",0.5
30,"Boise St",0.5
31,"Boston College",0.5
32,"Boston Univ",0.5
33,"Bowling Green",0.5
34,"Bradley",0.5
35,"Brooklyn",0.5
36,"Brown",0.5
37,"Bryant",0.5
38,"Bucknell",0.5
39,"Buffalo",0.5
40,"Butler",0.5
41,"BYU",0.5
42,"C Michigan",0.5
43,"Cal Poly SLO",0.5
44,"California",0.5
45,"Campbell",0.5
46,"Canisius",0.5
47,"Cent Arkansas",0.5
48,"Centenary",0.5
49,"Central Conn",0.5
50,"Charleston So",0.5
51,"Charlotte",0.5
52,"Chattanooga",0.5
53,"Chicago St",0.5
54,"Cincinnati",0.5
55,"Citadel",0.5
56,"Clemson",0.5
57,"Cleveland St",0.5
58,"Col Charleston",0.5
59,"Colgate",0.5
60,"Colorado",0.5
61,"Colorado St",0.5
62,"Columbia",0.5
63,"Connecticut",0.5
64,"Coppin St",0.5
65,"Cornell",0.5
66,"Creighton",0.5
67,"CS Bakersfield",0.5
68,"CS Fullerton",0.5
69,"CS Northridge",0.5
70,"CS Sacramento",0.5
71,"Dartmouth",0.5
72,"Davidson",0.5
73,"Dayton",0.5
74,"Delaware",0.5
75,"Delaware St",0.5
76,"Denver",0.5
77,"DePaul",0.5
78,"Detroit",0.5
79,"Drake",0.5
80,"Drexel",0.5
81,"Duke",0.5
82,"Duquesne",0.5
83,"E Illinois",0.5
84,"E Kentucky",0.5
85,"E Michigan",0.5
86,"E Washington",0.5
87,"East Carolina",0.5
88,"Edwardsville",0.5
89,"Elon",0.5
90,"ETSU",0.5
91,"Evansville",0.5
92,"F Dickinson",0.5
93,"Fairfield",0.5
94,"FL Atlantic",0.5
95,"FL Gulf Coast",0.5
96,"Florida",0.5
97,"Florida A&M",0.5
98,"Florida Intl",0.5
99,"Florida St",0.5
100,"Fordham",0.5
101,"Fresno St",0.5
102,"Furman",0.5
103,"G Washington",0.5
104,"Ga Southern",0.5
105,"Gardner Webb",0.5
106,"George Mason",0.5
107,"Georgetown",0.5
108,"Georgia",0.5
109,"Georgia St",0.5
110,"Georgia Tech",0.5
111,"Gonzaga",0.5
112,"Grambling",0.5
113,"Grand Canyon",0.5
114,"Hampton",0.5
115,"Hardin-Simmons",0.5
116,"Hartford",0.5
117,"Harvard",0.5
118,"Hawaii",0.5
119,"High Point",0.5
120,"Hofstra",0.5
121,"Holy Cross",0.5
122,"Houston",0.5
123,"Houston Bap",0.5
124,"Howard",0.5
125,"Idaho",0.5
126,"Idaho St",0.5
127,"IL Chicago",0.5
128,"Illinois",0.5
129,"Illinois St",0.5
130,"Incarnate Word",0.5
131,"Indiana",0.5
132,"Indiana St",0.5
133,"Iona",0.5
134,"Iowa",0.5
135,"Iowa St",0.5
136,"IPFW",0.5
137,"IUPUI",0.5
138,"Jackson St",0.5
139,"Jacksonville",0.5
140,"Jacksonville St",0.5
141,"James Madison",0.5
142,"Kansas",0.5
143,"Kansas St",0.5
144,"Kennesaw",0.5
145,"Kent",0.5
146,"Kentucky",0.5
147,"La Salle",0.5
148,"Lafayette",0.5
149,"Lamar",0.5
150,"Lehigh",0.5
151,"Liberty",0.5
152,"Lipscomb",0.5
153,"Long Beach St",0.5
154,"Long Island",0.5
155,"Longwood",0.5
156,"Louisiana Tech",0.5
157,"Louisville",0.5
158,"Loy Marymount",0.5
159,"Loyola MD",0.5
160,"Loyola-Chicago",0.5
161,"LSU",0.5
